"tmean","tnobs","n_reps","alpha","sizeclass","research_strategy","test_strategy","is_hacked","sigmean","mean_nobs","mean_eff","mean_eff_diff","mean_pvalue","size",".groups"
0.2,"5",1,0.005,"S","DefaultResearchStrategy","TTest","1",0.062,11.66,0.6512584162,0.4512584162,0.2856341208,"Small","drop"
0.4,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.2922,56.1846,0.5591038498,0.1591038498,0.032695615,"Large","drop"
0.9,"25",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.996,25.4164,0.9550558932,0.0550558931999999,0.0076541714,"Large","drop"
0.45,"25",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.419716056788642,31.5352929414117,0.661738210957808,0.211738210957808,0.0548099964007199,"Large","drop"
0.55,"100",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.967406518696261,100,0.54937149790042,-0.000628502099580097,0.0070441425714857,"Large","drop"
0.3,"10",3,0.05,"M","DefaultResearchStrategy","TTest","1",0.7808,15.9738,0.865591267,0.565591267,0.0465528022,"Small","drop"
0.85,"5",4,0.05,"S","DefaultResearchStrategy","TTest","0",0.636,5,1.7072719472,0.8572719472,0.0615976296,"Small","drop"
0.55,"5",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.935,11.7108,1.259832598,0.709832598,0.0258283496,"Small","drop"
1,"25",5,5e-04,"S","DefaultResearchStrategy","TTest","0",0.4254,25,1.0142724232,0.0142724232,0.0138996424,"Large","drop"
0.25,"5",1,0.05,"S","DefaultResearchStrategy","TTest","0",0.0518,5,0.2720225816,0.0220225816,0.4822672418,"Small","drop"
0.05,"5",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.1484,10.831,0.5021562248,0.4521562248,0.3778857406,"Small","drop"
0.5,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.140371925614877,50,0.501848313537293,0.00184831353729253,0.0747894199160168,"Large","drop"
0.6,"50",3,0.05,"M","DefaultResearchStrategy","TTest","1",0.985202959408118,50.5670865826835,0.635812706458708,0.0358127064587082,0.0103055724855029,"Large","drop"
0.6,"100",4,0.05,"L","DefaultResearchStrategy","TTest","0",0.9888,100,0.6021885902,0.00218859019999995,0.003111982,"Large","drop"
0.7,"5",1,5e-04,"S","DefaultResearchStrategy","TTest","1",0.1494,13.5018,1.137648578,0.437648578,0.0552476442,"Small","drop"
0.9,"20",3,0.05,"L","DefaultResearchStrategy","TTest","1",1,20.8498,0.9943522514,0.0943522514,0.0099424088,"Small","drop"
0.85,"50",3,0.05,"M","DefaultResearchStrategy","TTest","1",0.999800039992002,50.0175964807039,0.86245426114777,0.0124542611477704,0.00159311717656469,"Large","drop"
0.2,"25",1,0.05,"S","DefaultResearchStrategy","TTest","0",0.1066,25,0.2062947346,0.00629473459999999,0.4251999852,"Large","drop"
0.3,"10",2,0.005,"M","DefaultResearchStrategy","TTest","1",0.2436,17.3302,0.8299659162,0.5299659162,0.0721290182,"Small","drop"
0.8,"50",2,0.005,"M","DefaultResearchStrategy","TTest","0",0.8684,50,0.8093066418,0.00930664179999996,0.0052738974,"Large","drop"
0.9,"50",1,0.005,"M","DefaultResearchStrategy","TTest","0",0.9434,50,0.9039377328,0.00393773279999998,0.0017939878,"Large","drop"
0.95,"10",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.531,18.4176,1.2773780384,0.3273780384,0.0079932306,"Small","drop"
0.25,"20",4,5e-04,"L","DefaultResearchStrategy","TTest","1",0.1428,27.3462,0.78011858,0.53011858,0.0217564272,"Small","drop"
0.1,"25",3,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0013997200559888,25,0.102486340531894,0.00248634053189362,0.477501458908218,"Large","drop"
0.4,"5",4,0.005,"S","DefaultResearchStrategy","TTest","1",0.4748,13.0736,1.2841072838,0.8841072838,0.0188117254,"Small","drop"
0.7,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0742,20,0.7077309434,0.00773094339999991,0.12019917,"Small","drop"
0,"20",3,0.005,"L","DefaultResearchStrategy","TTest","1",0.0664,26.2142,0.4657611436,0.4657611436,0.1851383454,"Small","drop"
0.4,"5",5,5e-04,"S","DefaultResearchStrategy","TTest","1",0.1844,13.2756,1.3658384934,0.9658384934,0.0119870382,"Small","drop"
0.25,"10",5,0.05,"M","DefaultResearchStrategy","TTest","1",0.8734,15.9916,0.8972085442,0.6472085442,0.0340465428,"Small","drop"
0.55,"50",1,0.05,"M","DefaultResearchStrategy","TTest","1",0.973,50.8458,0.601482368,0.0514823679999999,0.013896337,"Large","drop"
0.5,"25",5,0.05,"S","DefaultResearchStrategy","TTest","1",0.8232,28.5512,0.659975951,0.159975951,0.0468673256,"Large","drop"
0.15,"100",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0068,100,0.1478489776,-0.00215102240000004,0.3546978382,"Large","drop"
0.9,"5",5,5e-04,"S","DefaultResearchStrategy","TTest","1",0.823,14.2284,1.7307926136,0.8307926136,0.0004841352,"Small","drop"
0.65,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","1",0.3972,27.4362,0.908914394,0.258914394,0.0176136128,"Small","drop"
0.85,"10",1,0.005,"M","DefaultResearchStrategy","TTest","0",0.1382,10,0.9006310106,0.0506310105999999,0.1635984614,"Small","drop"
0.15,"50",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0038,50,0.1523420156,0.00234201559999997,0.4203403726,"Large","drop"
0.3,"20",2,0.005,"L","DefaultResearchStrategy","TTest","1",0.3234,26.9902,0.6866583348,0.3866583348,0.0522280666,"Small","drop"
0.4,"50",2,0.05,"M","DefaultResearchStrategy","TTest","1",0.8458,52.4364,0.4892589666,0.0892589666,0.0415702452,"Large","drop"
0.2,"50",2,0.005,"M","DefaultResearchStrategy","TTest","1",0.167,55.959,0.3503361104,0.1503361104,0.1728522924,"Large","drop"
0.45,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.4182,56.011,0.6099888206,0.1599888206,0.01915554,"Large","drop"
0.9,"5",5,0.05,"S","DefaultResearchStrategy","TTest","0",0.7512,5,1.8241317662,0.9241317662,0.0431947554,"Small","drop"
0.3,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","1",0.139572085582883,56.2665466906619,0.46210198960208,0.16210198960208,0.0801707624475105,"Large","drop"
0.35,"10",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.007,10,0.7762799226,0.4262799226,0.1886562742,"Small","drop"
0.65,"25",5,0.05,"S","DefaultResearchStrategy","TTest","1",0.942,26.9584,0.7701767058,0.1201767058,0.021982614,"Large","drop"
0.5,"20",1,0.05,"L","DefaultResearchStrategy","TTest","0",0.3262,20,0.5000675778,6.7577799999996e-05,0.2386242354,"Small","drop"
0.05,"10",2,0.005,"M","DefaultResearchStrategy","TTest","1",0.0634,16.2192,0.5734146016,0.5234146016,0.2250471562,"Small","drop"
0,"20",5,0.005,"L","DefaultResearchStrategy","TTest","1",0.0912,26.2564,0.5475096378,0.5475096378,0.104404951,"Small","drop"
0.95,"5",5,0.005,"S","DefaultResearchStrategy","TTest","1",0.9928,13.3502,1.6411128302,0.6911128302,0.001715291,"Small","drop"
0.4,"50",1,0.05,"M","DefaultResearchStrategy","TTest","0",0.5184,50,0.4059541854,0.00595418539999998,0.143275556,"Large","drop"
0.8,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.1236,20,0.8221840096,0.0221840096,0.0736834488,"Small","drop"
0.4,"25",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.285342931413717,25,0.409559792641472,0.00955979264147166,0.269199881423715,"Large","drop"
0.45,"100",4,0.005,"L","DefaultResearchStrategy","TTest","0",0.6318,100,0.4505261178,0.000526117800000003,0.0251726528,"Large","drop"
0.55,"5",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.8426,11.754,1.2092421526,0.6592421526,0.0375089188,"Small","drop"
0.2,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","1",0.032,31.6514,0.4224963678,0.2224963678,0.2159903206,"Large","drop"
0.2,"20",4,0.005,"L","DefaultResearchStrategy","TTest","1",0.3428,26.9304,0.7155902824,0.5155902824,0.0341969392,"Small","drop"
0,"20",3,0.05,"L","DefaultResearchStrategy","TTest","1",0.3128,25.7776,0.4556882454,0.4556882454,0.1865227946,"Small","drop"
0.4,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.3074,56.2054,0.564219079,0.164219079,0.0318719092,"Large","drop"
0.05,"10",1,0.05,"M","DefaultResearchStrategy","TTest","0",0.0318,10,0.0427843158,-0.0072156842,0.4980296574,"Small","drop"
0.85,"5",3,5e-04,"S","DefaultResearchStrategy","TTest","1",0.5786,14.1526,1.593421686,0.743421686,0.002089688,"Small","drop"
0.65,"50",2,0.005,"M","DefaultResearchStrategy","TTest","0",0.641,50,0.6505738604,0.000573860399999959,0.0234127404,"Large","drop"
0.4,"100",3,5e-04,"L","DefaultResearchStrategy","TTest","0",0.235552889422116,100,0.396789780243951,-0.00321021975604879,0.0479591667666467,"Large","drop"
0.55,"100",4,0.05,"L","DefaultResearchStrategy","TTest","1",0.9994,100.039,0.5597625268,0.0097625268,0.0026900298,"Large","drop"
0.5,"5",1,0.005,"S","DefaultResearchStrategy","TTest","0",0.0136,5,0.5566637618,0.0566637618,0.4216859448,"Small","drop"
0.95,"20",1,0.05,"L","DefaultResearchStrategy","TTest","1",0.9956,20.711,1.0331285082,0.0831285081999998,0.0092275064,"Small","drop"
0.7,"25",2,0.005,"S","DefaultResearchStrategy","TTest","1",0.8066,29.4986,0.8729303816,0.1729303816,0.0097196384,"Large","drop"
0.85,"10",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.1196,10,1.4134016582,0.5634016582,0.0192730822,"Small","drop"
0.15,"50",5,0.05,"M","DefaultResearchStrategy","TTest","1",0.3472,55.1224,0.2862598778,0.1362598778,0.2349154484,"Large","drop"
0.35,"50",1,0.05,"M","DefaultResearchStrategy","TTest","1",0.7684,53.159,0.4521534844,0.1021534844,0.0611212456,"Large","drop"
0.9,"5",5,0.05,"S","DefaultResearchStrategy","TTest","1",1,10.7188,1.488753926,0.588753926,0.0164779012,"Small","drop"
0.1,"25",5,5e-04,"S","DefaultResearchStrategy","TTest","0",0,25,0.1029770234,0.0029770234,0.481311513,"Large","drop"
0.3,"5",2,5e-04,"S","DefaultResearchStrategy","TTest","0",0.002,5,0.7332746964,0.4332746964,0.3769070174,"Small","drop"
0.45,"5",4,0.005,"S","DefaultResearchStrategy","TTest","0",0.0514,5,1.2736619282,0.8236619282,0.159619884,"Small","drop"
0.75,"25",3,5e-04,"S","DefaultResearchStrategy","TTest","1",0.645270945810838,31.4101179764047,0.964129820835833,0.214129820835833,0.00485226514697061,"Large","drop"
0.9,"50",3,0.005,"M","DefaultResearchStrategy","TTest","1",0.998600279944011,50.1521695660868,0.920458793641272,0.0204587936412717,0.000338148170365927,"Large","drop"
0.05,"50",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.00559888022395521,50,0.0512246638672266,0.00122466386722655,0.491587562687463,"Large","drop"
0.75,"50",3,0.005,"M","DefaultResearchStrategy","TTest","1",0.982203559288142,50.7652469506099,0.794116543691262,0.0441165436912617,0.00102326294741052,"Large","drop"
0.3,"50",5,0.005,"M","DefaultResearchStrategy","TTest","0",0.0932,50,0.300280445,0.000280444999999963,0.2549482434,"Large","drop"
0.35,"10",3,5e-04,"M","DefaultResearchStrategy","TTest","1",0.1344,17.7374,0.9852016192,0.6352016192,0.0278328876,"Small","drop"
0.65,"25",3,0.005,"S","DefaultResearchStrategy","TTest","0",0.272945410917816,25,0.658053634473105,0.00805363447310536,0.104709016396721,"Large","drop"
0.1,"50",5,0.05,"M","DefaultResearchStrategy","TTest","1",0.2524,55.3672,0.2434239722,0.1434239722,0.294415566,"Large","drop"
0,"20",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.007,20,0.270521886,0.270521886,0.438618798,"Small","drop"
0.3,"20",2,5e-04,"L","DefaultResearchStrategy","TTest","0",0.01,20,0.4916392564,0.1916392564,0.2319398386,"Small","drop"
0.9,"100",2,5e-04,"L","DefaultResearchStrategy","TTest","1",1,100.001,0.906240132,0.00624013199999995,2.6374e-06,"Large","drop"
0.7,"5",2,0.005,"S","DefaultResearchStrategy","TTest","0",0.0506,5,1.19192322,0.49192322,0.2027144006,"Small","drop"
0.55,"20",1,0.005,"L","DefaultResearchStrategy","TTest","1",0.522,26.446,0.785096914,0.235096914,0.0362393642,"Small","drop"
0.3,"100",3,0.05,"L","DefaultResearchStrategy","TTest","1",0.867626474705059,101.667666466707,0.356972822635473,0.0569728226354729,0.0380742717456509,"Large","drop"
0.25,"50",3,0.005,"M","DefaultResearchStrategy","TTest","1",0.245150969806039,55.8308338332334,0.400471294341132,0.150471294341132,0.120469646070786,"Large","drop"
0.7,"50",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.8754,52.9928,0.806244413,0.106244413,0.0010081612,"Large","drop"
0.45,"5",5,0.005,"S","DefaultResearchStrategy","TTest","0",0.0626,5,1.3746492638,0.9246492638,0.1263605308,"Small","drop"
0.8,"5",2,0.05,"S","DefaultResearchStrategy","TTest","0",0.3584,5,1.2960855852,0.4960855852,0.1667691674,"Small","drop"
0.45,"20",4,0.05,"L","DefaultResearchStrategy","TTest","1",0.9922,23.948,0.7519780442,0.3019780442,0.0215528532,"Small","drop"
0.7,"100",5,0.005,"L","DefaultResearchStrategy","TTest","1",0.9992,100.0368,0.7019937428,0.00199374279999998,0.000154377,"Large","drop"
0.6,"5",3,0.005,"S","DefaultResearchStrategy","TTest","0",0.0546,5,1.295354219,0.695354219,0.1554246358,"Small","drop"
0.1,"100",5,0.005,"L","DefaultResearchStrategy","TTest","0",0.0168,100,0.0979868048,-0.00201319520000001,0.4361164598,"Large","drop"
0.9,"10",2,0.05,"M","DefaultResearchStrategy","TTest","1",0.9972,13.1072,1.1985446356,0.2985446356,0.015497769,"Small","drop"
0.05,"20",5,5e-04,"L","DefaultResearchStrategy","TTest","1",0.0312,26.7468,0.6049296598,0.5549296598,0.0732995388,"Small","drop"
0.3,"10",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.258,10,0.7211973108,0.4211973108,0.2179675014,"Small","drop"
0.35,"25",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.6172,30.0394,0.5427816302,0.1927816302,0.1022087156,"Large","drop"
0.75,"100",1,0.005,"L","DefaultResearchStrategy","TTest","1",1,100.0084,0.7536248026,0.00362480259999998,7.53358e-05,"Large","drop"
0.85,"5",1,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0074,5,0.9386512466,0.0886512465999999,0.3000976,"Small","drop"
0.6,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0456,10,1.2061987682,0.6061987682,0.0399334314,"Small","drop"
0.05,"5",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.0774,5,0.6556158708,0.6056158708,0.4093042942,"Small","drop"
0.15,"5",5,0.05,"S","DefaultResearchStrategy","TTest","0",0.1874,5,1.0040539782,0.8540539782,0.2466192738,"Small","drop"
0.8,"25",4,0.05,"S","DefaultResearchStrategy","TTest","0",0.7888,25,0.8092504344,0.00925043439999995,0.049131288,"Large","drop"
0.55,"50",5,0.005,"M","DefaultResearchStrategy","TTest","1",0.847,52.966,0.6536181002,0.1036181002,0.0068118702,"Large","drop"
0.45,"20",2,5e-04,"L","DefaultResearchStrategy","TTest","1",0.291,27.5398,0.8589860734,0.4089860734,0.0166089336,"Small","drop"
0.05,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0284,16.616,0.7916377354,0.7416377354,0.0774966386,"Small","drop"
0.85,"50",2,0.005,"M","DefaultResearchStrategy","TTest","0",0.9154,50,0.856148778,0.00614877799999991,0.002660052,"Large","drop"
0.65,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.81,53.7468,0.77037222,0.12037222,0.0016831198,"Large","drop"
0.1,"20",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.0188,20,0.3766531446,0.2766531446,0.3303959272,"Small","drop"
0.4,"10",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.3492,10,0.8221059584,0.4221059584,0.161991344,"Small","drop"
0,"25",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.0241951609678064,25,-0.00367538112377524,-0.00367538112377524,0.501775432913417,"Large","drop"
0.7,"25",3,5e-04,"S","DefaultResearchStrategy","TTest","1",0.561687662467506,31.8090381923615,0.913413559888022,0.213413559888022,0.00739827314537093,"Large","drop"
0.45,"10",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.5804,10,1.0195226948,0.5695226948,0.0734936006,"Small","drop"
0.95,"100",2,0.05,"L","DefaultResearchStrategy","TTest","1",1,100,0.9529136496,0.00291364959999996,3.3656e-06,"Large","drop"
0.2,"100",3,0.05,"L","DefaultResearchStrategy","TTest","1",0.598680263947211,103.23575284943,0.278431803039392,0.0784318030393921,0.113497961607678,"Large","drop"
0.35,"100",2,0.05,"L","DefaultResearchStrategy","TTest","0",0.6904,100,0.3512269726,0.00122697259999999,0.077950632,"Large","drop"
0,"5",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.123,10.532,0.4602261088,0.4602261088,0.4041298192,"Small","drop"
0.3,"25",2,0.005,"S","DefaultResearchStrategy","TTest","0",0.0364,25,0.296069535,-0.00393046500000005,0.3677850552,"Large","drop"
0.3,"10",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0068,10,0.8015945632,0.5015945632,0.1674647714,"Small","drop"
0.05,"10",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0236,16.6182,0.7411608368,0.6911608368,0.1030807768,"Small","drop"
0.35,"25",5,0.005,"S","DefaultResearchStrategy","TTest","0",0.054,25,0.3540183374,0.00401833739999996,0.3093221242,"Large","drop"
0.45,"20",2,5e-04,"L","DefaultResearchStrategy","TTest","0",0.03,20,0.6426918558,0.1926918558,0.127925143,"Small","drop"
0.15,"100",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.0393921215756849,100,0.15074324035193,0.000743240351929603,0.355458021195761,"Large","drop"
0.75,"10",4,0.05,"M","DefaultResearchStrategy","TTest","1",1,14.0212,1.1108246708,0.3608246708,0.0176392028,"Small","drop"
0.3,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0678,17.4006,0.8376710488,0.5376710488,0.0742056104,"Small","drop"
0.55,"10",4,0.05,"M","DefaultResearchStrategy","TTest","1",0.9922,15.219,1.0088906326,0.4588906326,0.0211827516,"Small","drop"
0.4,"10",5,0.005,"M","DefaultResearchStrategy","TTest","0",0.1042,10,0.9787125746,0.5787125746,0.0899005866,"Small","drop"
0.15,"5",1,0.05,"S","DefaultResearchStrategy","TTest","0",0.037,5,0.1648240744,0.0148240744,0.5047747392,"Small","drop"
0,"100",2,0.005,"L","DefaultResearchStrategy","TTest","1",0.0184,104.5634,0.0967981902,0.0967981902,0.4345283656,"Large","drop"
0.9,"10",4,0.05,"M","DefaultResearchStrategy","TTest","1",1,13.2596,1.192686932,0.292686932,0.0154430814,"Small","drop"
0.45,"50",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.4068,55.889,0.6125348272,0.1625348272,0.0179360124,"Large","drop"
0.75,"25",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.9784,26.1702,0.837352061,0.087352061,0.014323474,"Large","drop"
0.75,"20",1,0.05,"L","DefaultResearchStrategy","TTest","1",0.9628,21.91,0.8810879906,0.1310879906,0.0182482964,"Small","drop"
0.9,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.9898,50.7018,0.9432247266,0.0432247266,8.97208e-05,"Large","drop"
0.35,"25",4,5e-04,"S","DefaultResearchStrategy","TTest","1",0.1026,32.0838,0.5789454388,0.2289454388,0.1026531008,"Large","drop"
1,"5",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.9998,10.2058,1.5634367024,0.5634367024,0.015678738,"Small","drop"
0.65,"10",5,0.005,"M","DefaultResearchStrategy","TTest","0",0.2994,10,1.2614587082,0.6114587082,0.0316225424,"Small","drop"
0.7,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.88,53.062,0.805650112,0.105650112,0.0010327218,"Large","drop"
0.1,"25",2,0.05,"S","DefaultResearchStrategy","TTest","0",0.0544,25,0.1005921652,0.000592165199999994,0.482584317,"Large","drop"
0.55,"25",5,5e-04,"S","DefaultResearchStrategy","TTest","1",0.3278,32.3036,0.7769927776,0.2269927776,0.0269812674,"Large","drop"
0.15,"25",4,0.05,"S","DefaultResearchStrategy","TTest","0",0.0808,25,0.1480854118,-0.00191458820000001,0.4588011276,"Large","drop"
1,"20",5,5e-04,"L","DefaultResearchStrategy","TTest","1",1,24.6912,1.2779971266,0.2779971266,0.0001446666,"Small","drop"
1,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.911017796440712,50,1.00682233253349,0.00682233253349329,0.000551839832033593,"Large","drop"
0.5,"10",2,0.005,"M","DefaultResearchStrategy","TTest","0",0.0648,10,0.7862953326,0.2862953326,0.1936894428,"Small","drop"
0.2,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","1",0.0258,26.7074,0.4447537982,0.2447537982,0.2324081472,"Small","drop"
0.25,"100",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.416916616676665,100,0.249281840631874,-0.000718159368126386,0.191828181563687,"Large","drop"
0.7,"50",2,0.05,"M","DefaultResearchStrategy","TTest","1",0.9972,50.1482,0.7209137272,0.0209137272,0.0050820612,"Large","drop"
0.3,"25",5,0.05,"S","DefaultResearchStrategy","TTest","1",0.5366,30.2912,0.4997154234,0.1997154234,0.1360259294,"Large","drop"
0.3,"10",2,0.05,"M","DefaultResearchStrategy","TTest","0",0.1718,10,0.5737294698,0.2737294698,0.317165273,"Small","drop"
0.15,"100",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.181163767246551,100,0.147590629274145,-0.00240937072585484,0.354807405718856,"Large","drop"
0.1,"5",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.3204,11.1636,0.8125139084,0.7125139084,0.1899001204,"Small","drop"
0.05,"5",1,0.005,"S","DefaultResearchStrategy","TTest","0",0.0026,5,0.0696898226,0.0196898226,0.5037111648,"Small","drop"
0.85,"20",1,0.05,"L","DefaultResearchStrategy","TTest","0",0.7428,20,0.8597253848,0.00972538479999996,0.0626868682,"Small","drop"
0.45,"100",5,5e-04,"L","DefaultResearchStrategy","TTest","1",0.7454,103.0356,0.5323752198,0.0823752198,0.0026863394,"Large","drop"
0.2,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0018,25,0.2055315044,0.0055315044,0.4245393326,"Large","drop"
0.15,"20",2,0.05,"L","DefaultResearchStrategy","TTest","1",0.456,25.7664,0.5168185046,0.3668185046,0.1389500364,"Small","drop"
0.6,"100",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.920215956808638,100,0.60355199380124,0.00355199380123972,0.00312750609878024,"Large","drop"
0.35,"25",1,0.05,"S","DefaultResearchStrategy","TTest","0",0.2224,25,0.3568179338,0.00681793379999995,0.3092928374,"Large","drop"
0.6,"20",5,5e-04,"L","DefaultResearchStrategy","TTest","1",0.854,27.2022,1.1129574682,0.5129574682,0.0004779102,"Small","drop"
